BldgID,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,Footprint,Wind_Config
1,30.2696026,-93.18640624,Wood,Multi-Unit Housing,1,15.0,744.6,Hip,,Truss,,0.0,8d,Toe-nail,,,,0.0,,,,,Light Trees,RES3A,"{""geometry"": {""coordinates"": [[[-93.186341, 30.269573], [-93.18626, 30.269613], [-93.186367, 30.26977], [-93.186542, 30.269681], [-93.186471, 30.269576], [-93.186496, 30.269444], [-93.186369, 30.269425], [-93.186341, 30.269573]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.hip.null.null.0.8d.tnail.0.70
2,30.2600155,-93.188197,Wood,Single Family Housing,1,12.97,250.2,Gable,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.188117, 30.259961], [-93.188117, 30.26007], [-93.188277, 30.26007], [-93.188277, 30.259961], [-93.188117, 30.259961]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
3,30.260485,-93.1875115,Wood,Single Family Housing,1,16.28,170.4,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.187462, 30.260425], [-93.187462, 30.260545], [-93.187561, 30.260545], [-93.187561, 30.260425], [-93.187462, 30.260425]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
4,30.2601355,-93.182886,Wood,Single Family Housing,2,34.58,141.9,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.182835, 30.260184], [-93.182937, 30.260184], [-93.182937, 30.260087], [-93.182835, 30.260087], [-93.182835, 30.260184]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
5,30.2644015,-93.182324,Wood,Single Family Housing,1,14.22,269.8,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.182245, 30.264461], [-93.182403, 30.264461], [-93.182403, 30.264342], [-93.182245, 30.264342], [-93.182245, 30.264461]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
6,30.26638,-93.1756955,Wood,Single Family Housing,1,16.06,159.7,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.175642, 30.266328], [-93.175642, 30.266432], [-93.175749, 30.266432], [-93.175749, 30.266328], [-93.175642, 30.266328]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
7,30.2240395,-93.2124775,Wood,Single Family Housing,1,16.18,256.6,Hip,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212433, 30.223939], [-93.212433, 30.22414], [-93.212522, 30.22414], [-93.212522, 30.223939], [-93.212433, 30.223939]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
8,30.224935,-93.2100785,Wood,Single Family Housing,2,22.68,142.6,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.210022, 30.224891], [-93.210022, 30.224979], [-93.210135, 30.224979], [-93.210135, 30.224891], [-93.210022, 30.224891]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.no.1.35
9,30.22946231,-93.20923187,Wood,Single Family Housing,2,28.98,290.2,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.209201, 30.229397], [-93.209174, 30.229396], [-93.20917, 30.229546], [-93.20929, 30.229549], [-93.209295, 30.229399], [-93.209255, 30.229398], [-93.209256, 30.229358], [-93.209202, 30.229357], [-93.209201, 30.229397]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.no.1.35
10,30.230271,-93.2133255,Wood,Multi-Unit Housing,2,30.38,229.1,Gable,,Truss,,0.0,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.213265, 30.230205], [-93.213265, 30.230337], [-93.213386, 30.230337], [-93.213386, 30.230205], [-93.213265, 30.230205]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.2.gab.null.null.0.8d.tnail.1.15
11,30.25157263,-93.19954381,Wood,Multi-Unit Housing,1,13.48,213.2,Gable,,Truss,,0.0,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.199502, 30.251514], [-93.199501, 30.251567], [-93.199452, 30.251566], [-93.199451, 30.25162], [-93.199615, 30.251622], [-93.199617, 30.251516], [-93.199502, 30.251514]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.0.35
12,30.250321,-93.191472,Wood,Single Family Housing,1,17.19,124.5,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.19141, 30.250356], [-93.191534, 30.250356], [-93.191534, 30.250286], [-93.19141, 30.250286], [-93.19141, 30.250356]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
13,30.2503315,-93.191178,Wood,Single Family Housing,2,31.5,128.1,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.191131, 30.250284], [-93.191131, 30.250379], [-93.191225, 30.250379], [-93.191225, 30.250284], [-93.191131, 30.250284]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
14,30.25135044,-93.19349711,Wood,Single Family Housing,1,15.95,202.1,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.193478, 30.251382], [-93.193591, 30.251382], [-93.193591, 30.25131], [-93.193414, 30.25131], [-93.193414, 30.251403], [-93.193478, 30.251403], [-93.193478, 30.251382]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
15,30.2519185,-93.190796,Wood,Single Family Housing,1,16.93,98.4,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.190726, 30.251943], [-93.190866, 30.251943], [-93.190866, 30.251894], [-93.190726, 30.251894], [-93.190726, 30.251943]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
16,30.25220118,-93.1956713,Wood,Single Family Housing,2,30.1,193.4,Hip,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.195745, 30.252244], [-93.195745, 30.252149], [-93.195632, 30.252149], [-93.195632, 30.252195], [-93.195576, 30.252195], [-93.195576, 30.252244], [-93.195745, 30.252244]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
17,30.254505,-93.1942065,Wood,Multi-Unit Housing,1,15.0,302.9,Hip,,Truss,,0.0,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.194103, 30.254556], [-93.19431, 30.254556], [-93.19431, 30.254454], [-93.194103, 30.254454], [-93.194103, 30.254556]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.hip.null.null.0.8d.tnail.0.35
18,30.2435765,-93.2036205,Wood,Single Family Housing,1,13.06,288.2,Hip,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.20354, 30.243639], [-93.203702, 30.243638], [-93.203701, 30.243514], [-93.203539, 30.243515], [-93.20354, 30.243639]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
19,30.2447545,-93.2005485,Wood,Single Family Housing,1,12.8,107.9,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.200514, 30.244809], [-93.200583, 30.244809], [-93.200583, 30.2447], [-93.200514, 30.2447], [-93.200514, 30.244809]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
20,30.2488785,-93.200298,Wood,Single Family Housing,3,36.12,204.2,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.200235, 30.248935], [-93.200361, 30.248935], [-93.200361, 30.248822], [-93.200235, 30.248822], [-93.200235, 30.248935]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
21,30.242957,-93.186534,Wood,Single Family Housing,1,15.22,209.5,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.186617, 30.242913], [-93.186451, 30.242913], [-93.186451, 30.243001], [-93.186617, 30.243001], [-93.186617, 30.242913]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
22,30.243263,-93.189906,Wood,Single Family Housing,1,12.31,277.7,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.189796, 30.243219], [-93.189796, 30.243307], [-93.190016, 30.243307], [-93.190016, 30.243219], [-93.189796, 30.243219]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
23,30.24558805,-93.18855743,Wood,Single Family Housing,1,17.0,575.5,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.188642, 30.245464], [-93.188492, 30.245464], [-93.188492, 30.245576], [-93.188446, 30.245576], [-93.188446, 30.245657], [-93.188487, 30.245657], [-93.188487, 30.245705], [-93.188642, 30.245705], [-93.188642, 30.245464]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
24,30.2461055,-93.192235,Wood,Single Family Housing,1,13.96,153.4,Hip,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192301, 30.246146], [-93.192301, 30.246065], [-93.192169, 30.246065], [-93.192169, 30.246146], [-93.192301, 30.246146]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
25,30.249672,-93.1795635,Wood,Single Family Housing,1,12.26,95.4,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.179516, 30.249637], [-93.179516, 30.249707], [-93.179611, 30.249707], [-93.179611, 30.249637], [-93.179516, 30.249637]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
26,30.25113278,-93.17740182,Wood,Single Family Housing,1,17.89,361.6,Gable,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.177484, 30.251227], [-93.177483, 30.25106], [-93.177302, 30.251061], [-93.177303, 30.251174], [-93.177395, 30.251173], [-93.177396, 30.251228], [-93.177484, 30.251227]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.70
27,30.252637,-93.184871,Wood,Single Family Housing,1,14.17,189.6,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.184815, 30.252578], [-93.184815, 30.252696], [-93.184927, 30.252696], [-93.184927, 30.252578], [-93.184815, 30.252578]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
28,30.25355213,-93.1819504,Wood,Single Family Housing,1,13.6,548.2,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.181827, 30.253493], [-93.181827, 30.253637], [-93.182057, 30.253637], [-93.182057, 30.253444], [-93.181953, 30.253444], [-93.181953, 30.253493], [-93.181827, 30.253493]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
29,30.24635,-93.1844055,Wood,Single Family Housing,1,17.56,104.8,Gable,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.184447, 30.246394], [-93.184447, 30.246306], [-93.184364, 30.246306], [-93.184364, 30.246394], [-93.184447, 30.246394]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
30,30.247235,-93.1829255,Wood,Single Family Housing,1,17.51,162.4,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.182849, 30.247272], [-93.183002, 30.247272], [-93.183002, 30.247198], [-93.182849, 30.247198], [-93.182849, 30.247272]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
31,30.24868587,-93.1759797,Wood,Single Family Housing,1,15.47,559.0,Hip,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.17611, 30.248603], [-93.175944, 30.248602], [-93.175944, 30.248637], [-93.175834, 30.248637], [-93.175833, 30.248757], [-93.176109, 30.248758], [-93.17611, 30.248603]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.70
32,30.2487475,-93.185991,Wood,Single Family Housing,1,13.1,85.7,Gable,,Truss,,0.0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.185955, 30.248789], [-93.186027, 30.248789], [-93.186027, 30.248706], [-93.185955, 30.248706], [-93.185955, 30.248789]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
33,30.2313315,-93.2026435,Wood,Single Family Housing,1,14.84,177.4,Hip,,Truss,,0.0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202713, 30.231376], [-93.202713, 30.231287], [-93.202574, 30.231287], [-93.202574, 30.231376], [-93.202713, 30.231376]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
34,30.23187106,-93.19925903,Wood,Single Family Housing,1,14.73,253.7,Hip,,Truss,,0.0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199178, 30.231867], [-93.199178, 30.231934], [-93.199326, 30.231934], [-93.199326, 30.2318], [-93.19921, 30.2318], [-93.19921, 30.231867], [-93.199178, 30.231867]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
35,30.232476,-93.201258,Wood,Multi-Unit Housing,1,20.02,89.2,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.201184, 30.232497], [-93.201332, 30.232497], [-93.201332, 30.232455], [-93.201184, 30.232455], [-93.201184, 30.232497]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.bur.por.null.8d.tnail.0.35
36,30.23505685,-93.19761907,Wood,Single Family Housing,1,13.45,263.7,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.197687, 30.234981], [-93.197561, 30.234981], [-93.197561, 30.235141], [-93.197663, 30.235141], [-93.197663, 30.235067], [-93.197687, 30.235067], [-93.197687, 30.234981]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.15
37,30.236498,-93.205492,Wood,Single Family Housing,2,32.2,90.7,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205543, 30.236467], [-93.205441, 30.236467], [-93.205441, 30.236529], [-93.205543, 30.236529], [-93.205543, 30.236467]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
38,30.23711091,-93.20473971,Wood,Single Family Housing,1,13.0,366.4,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.204738, 30.23715], [-93.204738, 30.237181], [-93.204848, 30.237181], [-93.204848, 30.237055], [-93.204615, 30.237055], [-93.204615, 30.23715], [-93.204738, 30.23715]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
39,30.23990882,-93.2036278,Wood,Single Family Housing,1,17.28,178.6,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.203577, 30.23995], [-93.203609, 30.23995], [-93.203609, 30.239984], [-93.203673, 30.239984], [-93.203673, 30.239843], [-93.203577, 30.239843], [-93.203577, 30.23995]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
40,30.23229356,-93.18760867,Wood,Single Family Housing,1,13.1,277.0,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.187575, 30.232207], [-93.187575, 30.232256], [-93.18754, 30.232256], [-93.18754, 30.23237], [-93.187669, 30.23237], [-93.187669, 30.232207], [-93.187575, 30.232207]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
41,30.23269778,-93.19204333,Wood,Single Family Housing,1,12.57,211.0,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192113, 30.232722], [-93.192113, 30.232639], [-93.191984, 30.232639], [-93.191984, 30.232766], [-93.192075, 30.232766], [-93.192075, 30.232722], [-93.192113, 30.232722]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
42,30.23400355,-93.19112475,Wood,Single Family Housing,1,13.9,184.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.191199, 30.233961], [-93.191052, 30.233959], [-93.19105, 30.234046], [-93.191198, 30.234048], [-93.191199, 30.233961]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
43,30.23407495,-93.18899453,Wood,Single Family Housing,1,17.65,196.9,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.188911, 30.234119], [-93.189069, 30.234119], [-93.189069, 30.234024], [-93.188972, 30.234024], [-93.188972, 30.234045], [-93.188911, 30.234045], [-93.188911, 30.234119]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
44,30.235049,-93.19229,Wood,Single Family Housing,2,28.95,298.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192239, 30.234947], [-93.192239, 30.235151], [-93.192341, 30.235151], [-93.192341, 30.234947], [-93.192239, 30.234947]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
45,30.2229735,-93.2053295,Wood,Single Family Housing,2,23.24,309.5,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.205234, 30.22303], [-93.205425, 30.22303], [-93.205425, 30.222917], [-93.205234, 30.222917], [-93.205234, 30.22303]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
46,30.224367,-93.1977805,Wood,Multi-Unit Housing,2,24.44,197.5,Hip,,Truss,,1,8d,Toe-nail,,,,0.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.197713, 30.224418], [-93.197848, 30.224418], [-93.197848, 30.224316], [-93.197713, 30.224316], [-93.197713, 30.224418]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.2.hip.null.null.1.8d.tnail.0.15
47,30.22819821,-93.2079219,Wood,Multi-Unit Housing,3,50.82,591.6,Hip,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.207882, 30.228071], [-93.207882, 30.228207], [-93.207789, 30.228208], [-93.20779, 30.228335], [-93.207886, 30.228335], [-93.207886, 30.228265], [-93.208032, 30.228265], [-93.208032, 30.22807], [-93.207882, 30.228071]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.3.hip.null.null.0.8d.tnail.1.15
48,30.221197,-93.1924455,Wood,Single Family Housing,1,16.74,285.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192502, 30.221109], [-93.192389, 30.221109], [-93.192389, 30.221285], [-93.192502, 30.221285], [-93.192502, 30.221109]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
49,30.221711,-93.1921275,Wood,Single Family Housing,1,17.63,105.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192177, 30.221674], [-93.192078, 30.221674], [-93.192078, 30.221748], [-93.192177, 30.221748], [-93.192177, 30.221674]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
50,30.2229145,-93.190707,Wood,Single Family Housing,1,14.6,180.8,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.190642, 30.222963], [-93.190772, 30.222963], [-93.190772, 30.222866], [-93.190642, 30.222866], [-93.190642, 30.222963]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
