GP_file,Longitude,Latitude
10569.csv,-74.4892,39.356
10570.csv,-74.4892,39.3571
10571.csv,-74.4892,39.3583
10572.csv,-74.4892,39.3594
10573.csv,-74.4892,39.3605
10574.csv,-74.4892,39.3617
10575.csv,-74.4892,39.3628
10576.csv,-74.4892,39.3639
10577.csv,-74.4892,39.365
10578.csv,-74.4892,39.3662
10579.csv,-74.4892,39.3673
10580.csv,-74.4892,39.3684
10581.csv,-74.4892,39.3696
10582.csv,-74.4892,39.3707
10583.csv,-74.4892,39.3718
10584.csv,-74.4892,39.373
10585.csv,-74.4892,39.3741
10586.csv,-74.4892,39.3752
10587.csv,-74.4892,39.3764
10588.csv,-74.4892,39.3775
10589.csv,-74.4892,39.3786
10590.csv,-74.4892,39.3798
10591.csv,-74.4892,39.3809
10592.csv,-74.4892,39.382
10593.csv,-74.4892,39.3832
10594.csv,-74.4892,39.3843
10595.csv,-74.4892,39.3854
10596.csv,-74.4892,39.3866
10597.csv,-74.4892,39.3877
10598.csv,-74.4892,39.3888
10599.csv,-74.4892,39.39
10600.csv,-74.4892,39.3911
10601.csv,-74.4863,39.3356
10602.csv,-74.4863,39.3367
10603.csv,-74.4863,39.3379
10604.csv,-74.4863,39.339
10605.csv,-74.4863,39.3401
10606.csv,-74.4863,39.3413
10607.csv,-74.4863,39.3424
10608.csv,-74.4863,39.3435
10609.csv,-74.4863,39.3447
10610.csv,-74.4863,39.3458
10611.csv,-74.4863,39.3469
10612.csv,-74.4863,39.3481
10613.csv,-74.4863,39.3492
10614.csv,-74.4863,39.3503
10615.csv,-74.4863,39.3515
10616.csv,-74.4863,39.3526
10617.csv,-74.4863,39.3537
10618.csv,-74.4863,39.3549
10619.csv,-74.4863,39.356
10620.csv,-74.4863,39.3571
10621.csv,-74.4863,39.3583
10622.csv,-74.4863,39.3594
10623.csv,-74.4863,39.3605
10624.csv,-74.4863,39.3617
10625.csv,-74.4863,39.3628
10626.csv,-74.4863,39.3639
10627.csv,-74.4863,39.365
10628.csv,-74.4863,39.3662
10629.csv,-74.4863,39.3673
10630.csv,-74.4863,39.3684
10631.csv,-74.4863,39.3696
10632.csv,-74.4863,39.3707
10633.csv,-74.4863,39.3718
10634.csv,-74.4863,39.373
10635.csv,-74.4863,39.3741
10636.csv,-74.4863,39.3752
10637.csv,-74.4863,39.3764
10638.csv,-74.4863,39.3775
10639.csv,-74.4863,39.3786
10640.csv,-74.4863,39.3798
10641.csv,-74.4863,39.3809
10642.csv,-74.4863,39.382
10643.csv,-74.4863,39.3832
10644.csv,-74.4863,39.3843
10645.csv,-74.4863,39.3854
10646.csv,-74.4863,39.3866
10647.csv,-74.4863,39.3877
10648.csv,-74.4863,39.3888
10649.csv,-74.4863,39.39
10650.csv,-74.4863,39.3911
10651.csv,-74.4834,39.3356
10652.csv,-74.4834,39.3367
10653.csv,-74.4834,39.3379
10654.csv,-74.4834,39.339
10655.csv,-74.4834,39.3401
10656.csv,-74.4834,39.3413
10657.csv,-74.4834,39.3424
10658.csv,-74.4834,39.3435
10659.csv,-74.4834,39.3447
10660.csv,-74.4834,39.3458
10661.csv,-74.4834,39.3469
10662.csv,-74.4834,39.3481
10663.csv,-74.4834,39.3492
10664.csv,-74.4834,39.3503
10665.csv,-74.4834,39.3515
10666.csv,-74.4834,39.3526
10667.csv,-74.4834,39.3537
10668.csv,-74.4834,39.3549
10669.csv,-74.4834,39.356
10670.csv,-74.4834,39.3571
10671.csv,-74.4834,39.3583
10672.csv,-74.4834,39.3594
10673.csv,-74.4834,39.3605
10674.csv,-74.4834,39.3617
10675.csv,-74.4834,39.3628
10676.csv,-74.4834,39.3639
10677.csv,-74.4834,39.365
10678.csv,-74.4834,39.3662
10679.csv,-74.4834,39.3673
10680.csv,-74.4834,39.3684
10681.csv,-74.4834,39.3696
10682.csv,-74.4834,39.3707
10683.csv,-74.4834,39.3718
10684.csv,-74.4834,39.373
10685.csv,-74.4834,39.3741
10686.csv,-74.4834,39.3752
10687.csv,-74.4834,39.3764
10688.csv,-74.4834,39.3775
10689.csv,-74.4834,39.3786
10690.csv,-74.4834,39.3798
10691.csv,-74.4834,39.3809
10692.csv,-74.4834,39.382
10693.csv,-74.4834,39.3832
10694.csv,-74.4834,39.3843
10695.csv,-74.4834,39.3854
10696.csv,-74.4834,39.3866
10697.csv,-74.4834,39.3877
10698.csv,-74.4834,39.3888
10699.csv,-74.4834,39.39
10700.csv,-74.4834,39.3911
10701.csv,-74.4805,39.3356
10702.csv,-74.4805,39.3367
10703.csv,-74.4805,39.3379
10704.csv,-74.4805,39.339
10705.csv,-74.4805,39.3401
10706.csv,-74.4805,39.3413
10707.csv,-74.4805,39.3424
10708.csv,-74.4805,39.3435
10709.csv,-74.4805,39.3447
10710.csv,-74.4805,39.3458
10711.csv,-74.4805,39.3469
10712.csv,-74.4805,39.3481
10713.csv,-74.4805,39.3492
10714.csv,-74.4805,39.3503
10715.csv,-74.4805,39.3515
10716.csv,-74.4805,39.3526
10717.csv,-74.4805,39.3537
10718.csv,-74.4805,39.3549
10719.csv,-74.4805,39.356
10720.csv,-74.4805,39.3571
10721.csv,-74.4805,39.3583
10722.csv,-74.4805,39.3594
10723.csv,-74.4805,39.3605
10724.csv,-74.4805,39.3617
10725.csv,-74.4805,39.3628
10726.csv,-74.4805,39.3639
10727.csv,-74.4805,39.365
10728.csv,-74.4805,39.3662
10729.csv,-74.4805,39.3673
10730.csv,-74.4805,39.3684
10731.csv,-74.4805,39.3696
10732.csv,-74.4805,39.3707
10733.csv,-74.4805,39.3718
10734.csv,-74.4805,39.373
10735.csv,-74.4805,39.3741
10736.csv,-74.4805,39.3752
10737.csv,-74.4805,39.3764
10738.csv,-74.4805,39.3775
10739.csv,-74.4805,39.3786
10740.csv,-74.4805,39.3798
10741.csv,-74.4805,39.3809
10742.csv,-74.4805,39.382
10743.csv,-74.4805,39.3832
10744.csv,-74.4805,39.3843
10745.csv,-74.4805,39.3854
10746.csv,-74.4805,39.3866
10747.csv,-74.4805,39.3877
10748.csv,-74.4805,39.3888
10749.csv,-74.4805,39.39
10750.csv,-74.4805,39.3911
10751.csv,-74.4777,39.3356
10752.csv,-74.4777,39.3367
10753.csv,-74.4777,39.3379
